control_zone_id,month_id,total_cost,redispatching_cost,countertrading_cost
4,72,709812.42,709812.42,0.0
1,72,5614670.8,4913695.28,700975.52
3,72,79700779.64,53046326.02,26652946.8
3,73,103035120.64,72049030.04,30986090.61
1,73,4338850.36,4285904.52,52945.84
2,73,26367706.04,26367706.04,0.0
4,73,5450135.38,5450135.38,0.0
4,74,79702.82,79702.82,0.0
1,74,977054.35,901715.85,75338.5
3,74,88865577.53,63929553.49,24936024.04
2,74,15371655.93,15371655.93,0.0
1,75,2761677.23,2677284.63,84392.6
3,75,101797203.72,71176052.34,30615562.63
4,75,828949.62,828949.62,0.0
2,75,17080718.78,17080718.78,0.0
4,76,2928248.24,2928248.24,0.0
2,76,21053952.45,21053952.45,0.0
1,76,5849853.64,5633469.08,216384.56
3,76,121983654.67,80887800.67,41029693.32
4,77,3318658.33,3318658.33,0.0
3,77,86758109.76,67980076.01,18707201.77
2,77,22653013.78,22653013.78,0.0
1,77,5558596.04,5423454.49,135141.55
4,78,4762660.12,4762660.12,0.0
2,78,11286071.2,11286071.2,0.0
3,78,21637161.16,4438112.14,17195052.91
1,78,2432442.02,1909152.93,523289.09
1,79,2193321.33,2193321.33,0.0
4,79,4910771.72,4910771.72,0.0
3,79,46044480.48,19169016.19,26868921.8
2,79,6324704.74,6324704.74,0.0
1,80,4804813.07,4769709.8,35103.27
2,80,7787805.07,7787805.07,0.0
3,80,52488073.96,29673629.04,22800587.03
4,80,805214.27,805214.27,0.0
1,81,7309308.8,6429847.09,879461.71
2,81,18174407.57,18174407.57,0.0
4,81,1433418.56,1433418.56,0.0
3,81,89772424.85,54484467.11,35224158.15
1,82,10248055.01,9876897.3,371157.71
4,82,8327123.49,8327123.49,0.0
3,82,206136999.67,90341142.15,115680286.22
2,82,59569035.01,59569035.01,0.0
3,83,195447464.59,81862718.48,113358400.29
4,83,22863428.0,22863428.0,0.0
1,83,29990321.72,28423562.7,1566759.02
2,83,61750231.66,61750231.66,0.0
3,84,179788845.23,88894282.54,90754204.27
4,84,45800559.0,45800559.0,0.0
2,84,70781320.19,70781320.19,0.0
1,84,34647868.17,33774395.41,873472.76
1,85,44921448.28,41775664.12,3145784.16
4,85,34742502.0,34742502.0,0.0
3,85,292529728.01,235743637.4,56561775.62
2,85,74492863.25,74492863.25,0.0
4,86,56608626.0,56610303.0,-1677.0
1,86,66232303.67,65952893.38,279410.29
3,86,293298174.12,236962189.32,56024265.32
2,86,136953105.3,136953105.3,0.0
1,87,38965105.78,38611530.69,353575.09
3,87,167071999.22,131621864.0,35404721.78
4,87,59240234.0,59240234.0,0.0
2,87,92006259.73,92006259.73,0.0
3,88,161667370.75,144528106.0,16919335.16
4,88,41088407.0,41088407.0,0.0
1,88,38298372.04,38118286.23,180085.81
2,88,84417976.38,84417976.38,0.0
1,89,23755647.72,23195940.33,559707.39
3,89,88326479.57,58655533.74,29497844.06
4,89,19449680.0,19449680.0,0.0
2,89,41051354.32,41051354.32,0.0
1,90,12330326.42,12303802.67,26523.75
3,90,58939736.34,49855955.0,9083781.34
4,90,19395255.0,19395255.0,0.0
2,90,28701544.92,28701544.92,0.0
1,91,22247982.31,21213024.94,1034957.37
4,91,12109247.0,12109247.0,0.0
3,91,190218322.25,133752027.29,56466256.34
2,91,77134726.76,77134726.76,0.0
1,92,7268739.76,7218767.03,49972.73
4,92,9684770.0,9684770.0,0.0
2,92,6707515.76,6707515.76,0.0
3,92,86221941.26,73550226.46,12602639.03
1,93,9636010.89,9449727.25,186283.64
3,93,119442995.78,100056051.8,19386772.8
4,93,8557698.0,8557698.0,0.0
2,93,96248693.12,96248693.12,0.0
4,94,9827321.0,9827321.0,0.0
3,94,120455939.14,104437740.97,16016603.66
1,94,13485628.37,13433766.03,51862.34
2,94,86210795.01,86210795.01,0.0
4,95,16842177.0,16842177.0,0.0
1,95,36630606.39,36249991.32,380615.07
3,95,238054179.52,194203937.53,43827999.64
2,95,88745948.51,88745948.51,0.0
4,96,27526710.0,27526710.0,0.0
2,96,84107282.89,84107282.89,0.0
3,96,111910104.88,100235798.74,11642860.15
1,96,19490882.78,18309554.32,1181328.46
4,97,44801546.0,44801546.0,0.0
1,97,32703544.9,32242670.9,460874.0
3,97,264220988.21,247162442.14,17058546.07
2,97,74069216.95,74069216.95,0.0
1,98,24915983.77,24460437.19,455546.58
4,98,38780606.0,38780606.0,0.0
3,98,228256434.42,209322331.7,18929370.23
2,98,62548862.71,62548862.71,0.0
1,99,24823931.75,24113199.67,710732.08
4,99,30143073.0,30143073.0,0.0
2,99,65153226.02,65153226.02,0.0
3,99,196107945.95,180634415.64,15473530.31
3,100,177879916.77,161493062.31,16386854.46
4,100,11858632.0,11858632.0,0.0
1,100,14514301.41,13082533.45,1431767.96
2,100,30746414.8,30746414.8,0.0
1,101,17978737.65,17791164.7,187572.95
4,101,5851991.0,5851991.0,0.0
2,101,13229309.43,13229309.43,0.0
3,101,109092709.14,90947270.97,18145438.17
1,102,9853588.1,9609371.43,244216.67
4,102,7018695.0,7018695.0,0.0
3,102,54888410.46,49535702.95,5352707.51
2,102,9565859.5,9565859.5,0.0
1,103,32235260.96,31767435.49,467825.47
3,103,152358450.67,142357455.3,10000995.37
2,103,32690005.09,32690005.09,0.0
4,103,9384174.0,9384174.0,0.0
1,104,12959533.86,12859718.59,99815.27
4,104,6118442.0,6118442.0,0.0
2,104,12275340.46,12275340.46,0.0
3,104,107368837.26,82671181.47,24697655.79
4,105,890831.0,890831.0,0.0
1,105,21405147.31,21233545.15,171602.16
2,105,18090176.37,18090176.37,0.0
3,105,108365176.53,95744214.84,12620961.69
1,106,35547621.4,34812149.26,735472.14
4,106,12930044.0,12930284.0,-240.0
2,106,36040160.54,36040160.54,0.0
3,106,226101642.23,202028681.96,24072960.27
4,107,9465126.0,9465126.0,0.0
3,107,121473730.63,116063935.25,5409795.38
2,107,26609730.75,26609730.75,0.0
1,107,27157193.78,26751562.22,405631.56
4,108,7259182.0,7259182.0,0.0
1,108,24717017.68,24575743.53,141274.15
3,108,173733590.94,170658050.88,3075540.06
2,108,13051824.95,13051824.95,0.0
1,109,25185597.41,25129897.34,55700.07
3,109,137858929.93,132214322.9,5644607.03
4,109,21056870.0,21056870.0,0.0
2,109,36340806.41,36340806.41,0.0
1,110,15062248.9,14920549.86,141699.04
4,110,12869444.0,12869444.0,0.0
2,110,27603068.68,27603068.68,0.0
3,110,101696949.58,97315171.68,4381777.9
1,111,8656346.35,8768438.7,-112092.35
4,111,4658586.0,4658586.0,0.0
3,111,49198811.1,44397570.04,4801241.06
2,111,8516262.0,8516262.0,0.0
3,112,64473140.89,58980798.22,5492342.67
4,112,6360919.0,6360919.0,0.0
2,112,7447211.2,7447211.2,0.0
1,112,13280830.97,13325496.62,-44665.65
4,113,7560168.0,7560168.0,0.0
1,113,28203783.99,27927055.9,276728.09
3,113,119766487.25,108136796.05,11629691.2
2,113,35377016.64,35377016.64,0.0
4,114,17070252.0,17070252.0,0.0
1,114,11658252.73,11015689.18,642563.55
3,114,45491055.86,36031478.27,9459577.59
2,114,25039887.56,25039887.56,0.0
1,115,7044720.38,7059821.08,-15100.7
4,115,1570854.0,1570854.0,0.0
2,115,6804208.83,6804208.83,0.0
3,115,32867199.39,28096268.43,4770930.96
4,116,2358315.0,2358315.0,0.0
1,116,10381767.01,10173886.24,207880.77
3,116,56205618.07,48937603.68,7268014.39
2,116,13165050.0,13165050.0,0.0
1,117,27859140.13,27796383.11,62757.02
4,117,3506658.0,3506658.0,0.0
3,117,114336492.57,108783807.84,5552684.73
2,117,36513237.96,36513237.96,0.0
1,118,17221795.01,17115841.19,105953.82
4,118,2033156.0,2033156.0,0.0
3,118,103969649.98,95920950.64,8048699.34
2,118,40713020.1,40713020.1,0.0
4,119,6177533.0,6177533.0,0.0
1,119,22514399.12,22030432.7,483966.42
3,119,136841015.71,123803068.83,13037946.88
2,119,59511281.13,59511281.13,0.0
1,120,51549480.39,51248956.24,300524.15
4,120,20509480.0,20509480.0,0.0
2,120,57327484.26,57327484.26,0.0
3,120,229142565.51,211376952.62,17765612.89
4,121,20677681.0,20677681.0,0.0
2,121,47732819.68,47732819.68,0.0
3,121,206607521.28,192346604.35,14260916.93
1,121,36272948.71,36121117.02,151831.69
4,122,8440857.0,8440857.0,0.0
2,122,33819571.64,33819571.64,0.0
3,122,108335562.06,96996509.82,11339052.24
